Retranslation,Avg Logit Value,Std Logit Value,Avg Non Zero,Std Non Zero
"

Amy is an Asian New Zealander.",130.99374336283185,21.405918889421894,1.135693215339233,0.4268223539276914
"

Joe is an Asian New Zealander.",145.22383593749998,20.6262956308118,1.1484375,0.4067755014670254
"

Joe speaks Samoan.",136.0360716612378,20.94511469790079,1.1302931596091206,0.3461668819350701
"

For any snake, it does not have two distinct feathers.",124.74940476190476,25.553554615718443,1.1363636363636365,0.40933133867915866
"

There are at least two different protein bars that Lily eats.",143.25830324909748,24.798667826142623,1.1046931407942238,0.3288965191026823
"

Lily either has her workouts focus on endurance or she eats two different protein bars, but not both.",134.5454,24.43479501201752,1.105982905982906,0.3730884266052338
"

If there exist two distinct protein bars that Lily eats or Lily prefers running, then Lily's workouts do not focus exclusively on building muscle or on endurance.",122.66042294713161,21.623204011741105,1.1541057367829022,0.4597249557495959
"

Bobby is a dog.",126.12764726027397,21.02810040328846,1.1404109589041096,0.366598351961277
"

Bobby is a rock.",124.66676863753212,22.880430970399168,1.1773778920308484,0.4830306143726953
"

Bobby is either an animal or a rock, but not both.",145.14887919463087,21.6814486304986,1.1275167785234899,0.34346420354158347
"

Hailee is an orienteer.",133.96652892561983,20.790226651521024,1.115702479338843,0.34473807627461506
"

Karl is not an orienteer.",135.09677003484322,23.009776386306168,1.0905923344947734,0.34238657830071767
"

The bald eagle is an endangered species.",130.87902760736193,22.109357584235262,1.1411042944785277,0.3817509002724919
"

Mickey is in a national park and Mickey sells items in the public marketplace.",118.43329958391125,22.900107581565667,1.1705963938973647,0.4769538159101653
"

If Mickey is not both in a national park and sold in the public marketplace, then Mickey is endangered and is sold in the public marketplace.",115.117159803319,21.36411517331267,1.196681007990166,0.5357886715671437
"

If Mickey is not in a national park and is not sold in the public marketplace, then either x is not hunted for profit by humans or Mickey is in a national park.",118.56651438240272,23.460104559674594,1.1895093062605753,0.48920949454443685
"

Navarre can access etb2.",128.5293323943662,20.4380293699303,1.1605633802816901,0.41739597615755397
"

French Casque Country cannot access etb2.",130.74760769230767,23.110566706372314,1.1102564102564103,0.3589835163667145
"

JosephKmak is German.",138.03711695906435,21.455027547189214,1.1228070175438596,0.36210118316754897
"

Joseph Kmak plays in the MLB.",139.30064312267655,21.8003286397707,1.0929368029739777,0.3028770342315045
"

Joseph Kmak is a catcher.",139.72502721088438,21.74733481002662,1.1020408163265305,0.3243977963963637
"

Andrew Wilson was born in Eastern Europe.",135.7715749440716,25.602790575202384,1.1498881431767338,0.42028405864236773
"

Andrew Wilson specializes in Poland.",143.40541666666667,23.93373651378262,1.0869565217391304,0.31801606170277813
"

Andrew Wilson specializes in Britain.",127.31844331983805,25.93696489435489,1.1437246963562753,0.419165226326016
"

No British person is a Political Scientist.",127.70759274193549,20.11969359584267,1.1612903225806452,0.44698085356616185
"

Luca is capable of both naval combat and ground combat.",142.24735887096776,23.404874020157372,1.125,0.41700255278865866
"

Luca is not capable of both naval combat and ground combat.",123.15597560975611,24.115194031632214,1.1904315196998123,0.4748283006562156
"

Either Luca is capable of naval combat or Luca is capable of ground combat.",135.50986805555556,25.84177911211513,1.1458333333333333,0.3903123748998999
"

Luca is neither capable of naval combat nor ground combat.",130.52269177126917,24.61938337888662,1.1478382147838215,0.4062433764857152
"

Spencer has been discharged.",132.9134248366013,23.805804883121244,1.1470588235294117,0.4367974394106953
"

James is a student and James is in China.",136.50520134228188,22.887167497826272,1.1308724832214765,0.36589493648428684
"

James is not a student and James is in China.",144.620802359882,24.280518280623408,1.103244837758112,0.3320910361311503
"

Either Jack is invited to attend the conference or Jack presented at the conference.",137.6940997624703,24.948017649522352,1.147268408551069,0.41028742219565617
"

Jack is either invited to attend the conference or presented at the conference, but not both.",134.5091208576998,25.697598448957695,1.1306042884990253,0.37005218711714943
"

It is not the case that Jack is registered for the conference and James is invited to attend the conference.",127.24048101265822,24.94782384091484,1.1687763713080168,0.42718263146237523
"

The sustainable energy sources are selected for the hall of fame.",141.47722916666666,23.818577701414412,1.0708333333333333,0.2565462379810357
"

SelectedForInCourse(sustainibleEnergySources, hallOfFame)  
Sustainable energy sources are selected for inclusion in the hall of fame.",128.61050938337803,22.449829009494525,1.160857908847185,0.45831175649025413
"

The course sustainable energy sources is unfinished.",121.81495008319469,20.889314707028774,1.2013311148086523,0.4697840604021263
"

tangentOnline is not an online magazine.",134.56365116279068,23.12706973189917,1.1511627906976745,0.43180103785179397
"

tangentOnline is a PrintMagazine.",135.34324914675767,23.795216163957445,1.129692832764505,0.3834087827981875
"

There exists an online magazine that is a web entity, launched in 1997, and covers a review.",129.97684117647057,23.520404893145873,1.1294117647058823,0.3690444033260734
"

HardToAccess(theWindIsWatching) is translated as ""TheWindIsWatching is hard to access.""",127.44308720930232,22.39985102443347,1.181686046511628,0.44833225225266954
"

The Wind Is Watching has a small budget.",143.20569669669672,22.692117972529104,1.093093093093093,0.3293186802103364
"

The Wind Is Watching is dystopian.",128.69576592082618,22.464592994224347,1.1549053356282273,0.41499127957463644
"

There exist two distinct entities that are both plants and animals.",124.90631954887218,22.798161965867966,1.1785714285714286,0.4547901157778579
"

The words ""pots"" and ""tops"" are anagrams of each other.",145.2914019933555,24.015654690510033,1.069767441860465,0.26747796953980524
"

""Stop"" and ""post"" are anagrams of each other.",133.0738582474227,21.75856692860555,1.1237113402061856,0.39344452860332746
"

post is an anagram of stop.",131.5671762820513,24.58478109934882,1.1666666666666667,0.42112994117068825
"

For all x, if x does not have a roof, then x does not protect.",124.39548250265112,24.14556564294737,1.173913043478261,0.4434969742168685
"

Every concrete roof is stronger than every seagrass roof.",128.1461209150327,22.565595491746816,1.1176470588235294,0.34187442694436654
"

For all x, if x is a roof and x is concrete, then x does not block sunlight.",149.95552702702702,25.302781206187362,1.0783783783783785,0.27864065314766884
"

ayZor is not a popular musician.",147.53258771929825,24.313166032842183,1.1023391812865497,0.3480023553684943
"

Tom has every symptom of COVID-19.",132.31885,24.879873485132432,1.1152173913043477,0.4034995777727158
"

Tom does not go to parties and Tom does not have a fever.",144.0779515151515,25.237480584723905,1.0696969696969696,0.2881338582913288
"

If Tom does not have a fever, then Tom goes to parties.",139.5179064171123,24.127105049150416,1.141711229946524,0.3920646869470568
"

There exists a person who is a member of the Indian Armed Forces and was recruited for a special operations group.",136.05761741424803,25.06448842062541,1.0923482849604222,0.32392631669071886
"

There exists someone who is in the Indian Armed Forces and is trained in engaging in warfare.",128.54664170040488,26.274102459336003,1.1761133603238867,0.45368071325392134
"

The special operation group specializes in neutralizing.",128.6429863760218,24.64281202862791,1.1716621253405994,0.42466619718165166
"

There exists an individual who is part of the central paramilitary forces, is recruited for the special operation group, and the special operation group operates under the Odisha Police.",125.78666764275255,22.620570320755498,1.1390922401171304,0.4257217404320971
"

The special operation group specializes in naval warfare.",147.4603382352941,26.60461163991305,1.125,0.3822822332810576
"

Bob is an extrovert.",133.56593117408906,21.446865278888883,1.1376518218623481,0.38870613806310783
"

Bob handles money.",137.74709960159362,22.06056992329702,1.1434262948207172,0.38309212370503964
"

Bob is a business person and Bob makes money for Microsoft.",136.3348141809291,24.907706945557326,1.1613691931540342,0.44598078300128524
"

John explores his personal interest.",137.46904569892473,21.419216430844347,1.1478494623655915,0.4175848364320603
"

Catherine is a teenager student and is in high school.",139.92841449275363,25.023845627936655,1.1159420289855073,0.3782580931654451
"

Catherine graduated from high school.",136.47174838709677,20.62327736809082,1.1129032258064515,0.34570352343970473
"

x has time for reading.",117.92468939393939,20.082660705811268,1.244949494949495,0.527620681273797
"

Mary is either humble about her knowledge or confident about her knowledge.",140.58138535031847,27.24946333991348,1.1210191082802548,0.42755889036530986
"

Mary is either humble about her knowledge or confident about her knowledge, but not both.",135.67832035928143,24.77899041567522,1.152694610778443,0.45521783576097763
"

Kevin Parker wrote theLessIKnowTheBetter.",139.40696266666666,20.470873757966615,1.112,0.34754759865856266
"

The origin of Tame Impala is found in San Francisco.",138.46106376811593,25.33987102964086,1.1101449275362318,0.34813995500570105
"

Jay Watson is a member of tameImpala.",139.57480219780217,20.986478846592075,1.1172161172161172,0.34369828881289083
"

Cake is a dessert.",122.30356313993175,22.44031332254368,1.1774744027303754,0.5118771285545695
"

Cake is a vegetable.",142.48590725806451,22.489386563162782,1.0846774193548387,0.3189054756402597
"

Cake is not a vegetable.",141.54340192926045,22.55190821713212,1.1189710610932475,0.3700963233424607
"

x is a world-class in both horse riding and polo.",136.90856422018348,25.194360230056233,1.1077981651376148,0.37075884938906445
"

Riley is nominated for the cRAAward.",125.45436065573772,20.221088744746975,1.139344262295082,0.3837314728193481
"

Riley either plays competitive equestrian polo or is nominated for the cRA Award, but not both.",149.14532246376814,24.60609223330359,1.0579710144927537,0.2336886303854652
"

Riel was filmed after 1979.",132.24744078947367,23.068417297096595,1.131578947368421,0.4031272032658265
"

Alexander Mackenzie is the second Prime Minister of Canada.",125.8910705244123,20.601933808364024,1.1555153707052441,0.41800715127375726
"

Waldo is cute.",128.63283064516128,21.487736365262847,1.163978494623656,0.42438225765550985
"

Waldo is not cute.",145.79201214574897,20.98592379434074,1.0890688259109311,0.2987184898088537
"

Murphy is a baby or Murphy has curly hair.",136.46271387283238,23.37547737824633,1.1647398843930636,0.4219752156571383
"

Murphy is not a baby and Murphy does not have curly hair.",136.32403211009176,23.360787440265028,1.110091743119266,0.4027303498651003
"

There exist two distinct entities that are both chairs and not objects.",132.28303642384105,24.83483034943924,1.1490066225165563,0.4317479565318026
"

Every Enterococcus Durans is Catalase Negative.",143.71529004329005,22.464321147192198,1.0909090909090908,0.32957344260907845
"

There exists a gram-positive entity that has been studied.",123.05855724299066,24.467481400295906,1.1927570093457944,0.5083359942121124
"

For all x and y, if x is an Enterococcus Durans and x produces y, then y has not been studied.",135.37692579505298,22.13727652238224,1.0777385159010602,0.29296674668797357
"

John is a top 75 basketball center.",140.2258963963964,21.990194025566467,1.0855855855855856,0.2954144582354882
"

John is a guard and John does not play at the point position.",148.20949726775956,24.979432630567782,1.0437158469945356,0.2044621522827291
"

John is not a guard or he plays at the point position.",125.7829943820225,23.88280504676228,1.1573033707865168,0.4179639359877723
"

All songs that do not have a melody are not considered hits.",156.59504411764706,25.36476917844897,1.0404411764705883,0.19699159300910019
"

For all x, if x is a song and x is catchy, then x is a hit.",142.3365191740413,23.258195931543042,1.1091445427728615,0.37219611317020657
"

There exists a song that lacks rhythm and is a hit.",136.75106896551725,25.100479253698698,1.1264367816091954,0.3955092076801208
"

Analytic-DPM is surveyed.",131.9030523076923,21.354442318464994,1.1476923076923078,0.425750989811467
"

If analytic-DPM is a best paper candidate, then it was surveyed and rejected.",137.1844204851752,26.963648784714884,1.1266846361185985,0.35610131399454453
"

If the analytic-DPM is either surveyed or presented in iCLR, but not both, then it is not rejected.",131.0518717948718,22.438478009641337,1.083916083916084,0.3014302386328994
"

Paul is a graduate student.",141.57025423728814,23.200771523840864,1.1491525423728814,0.4093702817478109
"

Paul is a PhD student and Paul took the applied linguistics course.",146.69542483660132,23.628993778745304,1.0849673202614378,0.2903167622812132
"

Paul is not both a PhD student and has taken the applied linguistics course.",126.34248636363635,22.168421734765424,1.1409090909090909,0.3929211782808325
"

Ceruravinula emerges from a cocoon.",127.06708781869689,21.10781403034423,1.1699716713881019,0.4446780027274466
"

ceruravinula does not have thin antennae.",139.91984542586752,22.633274785281856,1.088328075709779,0.31536276182539275
"

ceruravinula is a pest.",121.40064871794871,18.833000313883996,1.1897435897435897,0.45842253032007757
"

There exists a former parade ground that was painted by Balthasar Wigand.",132.77070190641248,24.479988663637055,1.1542461005199307,0.43117689303971274
"

Schmelz is used by the military.",131.72771365638766,25.049622077428076,1.1409691629955947,0.406386172889826
"

For any artist, they have not made a painting of any object located in Vienna.",132.10942990654203,24.647988668681307,1.1102803738317757,0.36810567850739956
"

Near infrared spectroscopy is used with an electrode.",115.58225892179196,22.437241357873887,1.2042520880789673,0.49909271389095794
"

Near infrared spectroscopy is used to measure voltage changes and near infrared spectroscopy is used with an electrode.",143.0299574468085,26.8177423092873,1.1090425531914894,0.33631788770965065
"

nearInfraredSpectroscopy is used with electrode and nearInfraredSpectroscopy is used in magnetoencephalography.",131.7024082644628,21.20211248706864,1.112396694214876,0.3552604091876538
"

If nearInfraredSpectroscopy is used in Electroencephalogram or Magnetoencephalography, then it measures voltage change and uses an electrode.",133.13351318101934,22.950719460109422,1.0826010544815465,0.31123584499787593
"

If near infrared spectroscopy either measures voltage change without using an electrode or uses an electrode without measuring voltage change, then it uses an electrode and undergoes FMRI.",124.04846400000001,24.538298454960238,1.1222857142857143,0.3882788814704172
"

There exists a largest food and entertainment festival that is held in western Canada and was not run in the year 2020.",114.97104162537167,23.662014433785426,1.2160555004955402,0.5085004878821501
"

There exists an outdoor festival that did not run in the year 2020.",150.41274921630094,25.087588457901493,1.0721003134796239,0.2705022194959828
"

The taste of Edmonton goes on hiatus in the year 2021.",147.18258631921825,24.359729310743827,1.0879478827361564,0.32599338119079624
"

There exists a sweater that Hugo is wearing at the present moment.",145.09717786561262,22.841208074364786,1.098814229249012,0.37998150708472944
"

Civet coffee is from France.",127.01258395989973,21.91193217224684,1.1478696741854637,0.40136262025753483
"

Jamaica Blue is from Colombia.",143.25757863501485,23.45520628040349,1.1008902077151335,0.3383049602147322
"

Jamaicablue is favored by local residents.",120.38807961399276,21.954129689987884,1.2219541616405307,0.569807740900419
"

For all x, if x is an elation, then x is not positive.",130.55323469387756,22.256414011906966,1.1454081632653061,0.40630155777664506
"

There exists a T-shirt that Adam buys.",133.17942944785275,26.015882488590606,1.147239263803681,0.40799467949870805
"

For every T-shirt x, if Adam goes downtown and bikes, then Adam does not buy x.",119.9390350877193,21.471325938398596,1.1558307533539731,0.46048114586838196
"

If Adam shops, then he either goes by bike or on foot, but not both.",126.20657403189067,22.504588305303795,1.1571753986332574,0.44300407885508714
"

The place visited by Max is a flight destination and the place visited by Max is from Tweed Airport.",128.73845472061657,25.747082788481663,1.1483622350674374,0.4107798586743265
"

The place visited by Max has many Estonian street signs.",126.52221226415094,21.797229985154047,1.1933962264150944,0.6334643990718187
"

The place visited by Max is not both a Baltic country and has many Estonian street signs.",128.38689666136727,24.41036663971573,1.1081081081081081,0.3536065570880405
