Retranslation,Avg Logit Value,Std Logit Value,Avg Non Zero,Std Non Zero
The Family Pirate Party is not released in North America.,97.29484615384615,30.995806448315868,34.98974358974359,3.734784164415208
The family pirate party was released in Japan.,90.80824812030075,27.876147369867248,34.72932330827068,3.5501304001230403
Family Pirate Party was released in North America and Japan.,98.40542948717949,31.500768371400365,34.63461538461539,3.741805642661791
The family pirate party is for Wii.,86.44447902097902,27.63058629410266,34.61538461538461,3.4920951230707478
"John takes the iELTS exam, which is taken on a computer, and he does not take speaking while using a computer.",92.74722338568935,26.35948878210867,35.63176265270506,3.439657314732626
"If John takes the IELTS exam, then John uses a paper.",91.89280792682926,24.377511685784235,35.34146341463415,3.3567170089135905
"For every person, if that person takes the iELTS exam and takes reading, then that person uses paper or a computer.",94.98029613733905,27.73076527320558,35.128755364806864,3.14877000241943
"Either there is no Apple product that Chen uses, or there is an Apple product that Chen uses.",96.23482022471912,28.622462772127736,35.151685393258425,3.477782205596251
"Chen either uses the Apple ecosystem or cares about extreme customization, but not both.",97.63458461538463,31.64039588899088,35.215384615384615,3.4906129401904264
"Chen uses Android or the Apple ecosystem, but not both.",99.39211475409836,30.786325297623517,34.58196721311475,3.9021645190011207
"Chen uses Apple or the Apple Ecosystem, but not both.",92.1502160493827,29.294029013157154,35.24074074074074,3.71982602068197
"If Chen uses Apple or the Apple ecosystem, but not both, then Chen does not use Apple nor the Apple ecosystem.",86.6294340425532,22.793389708396624,35.53404255319149,3.4155325179491336
"If either Chen does not use any Apple product or Chen uses some Apple product, exclusive‑or Chen uses the Apple ecosystem, then Chen either uses both Android and the Apple ecosystem or uses neither Android nor the Apple ecosystem.",89.89429052466718,26.126027302485006,35.33907595927956,3.480809916376974
"If Chen uses the Apple ecosystem and there is no Apple product that Chen uses, then Chen uses Apple or the Apple ecosystem, but not both.",90.04829848484847,26.46160645124562,35.50909090909091,3.262956795966137
Jan Jelinek is an electronic musician.,95.16829807692308,32.10804211830372,34.42307692307692,3.3902924416983096
Jan Jelinek is not a signed musician.,88.5758253968254,29.635589237720044,34.523809523809526,3.5732270603887577
Jan Jelinek is German.,91.03777570093457,32.09656929298826,34.757009345794394,3.3595758563384295
Amy is a Pasifika New Zealander.,90.72141322314049,27.972154680424786,34.8099173553719,3.6154261995980663
Amy is an Asian New Zealander.,94.84549006622515,29.132973680268197,34.76158940397351,3.5893673173270626
Joe is an Asian New Zealander.,92.14872549019609,31.09318190320542,34.68627450980392,3.3547753267948988
Joe speaks Samoan.,91.52603821656051,30.248565717407544,34.8343949044586,3.611459351370058
No snake has two distinct feathers.,89.322,26.14366889569032,35.853801169590646,3.3380186626268906
Lily eats two distinct protein bars.,97.61720833333334,28.9911191175119,34.802083333333336,3.5211260972955167
"Lily's workouts focus on endurance, or she eats two different protein bars, but not both.",93.63438736263737,27.445392334336642,35.31043956043956,3.398416053828384
"If Lily eats two distinct protein bars or prefers running, then it is not the case that her workouts focus exclusively on building muscle or on endurance.",99.35793950177936,29.311570794988956,35.33451957295374,3.397484499710556
Bobby is a dog.,89.36077272727272,31.15731755423788,35.01136363636363,3.600802682552556
Bobby is rock.,78.51727792915531,21.82724534811455,35.00544959128065,3.467242227920843
"Bobby is either an animal or a rock, but not both.",100.01342741935481,28.974810023918213,35.04838709677419,3.671720258490249
Hailee is an orienteer.,89.39221804511277,29.490449328283137,34.661654135338345,3.2418485816339873
Karl is not an orienteer.,90.40937719298246,29.487096461735433,35.20175438596491,3.4922968477789915
The bald eagle is endangered.,90.3443052631579,31.55710057192857,34.63157894736842,3.221809336640213
Mickey is in a national park and is sold in a public marketplace.,89.42156776556776,26.13261378665232,35.34432234432234,3.380418564170406
"If Mickey is not both in a national park and sold in a public marketplace, then Mickey is endangered and sold in a public marketplace.",97.82841554959786,27.70784016264698,35.38337801608579,3.502651980234027
"If Mickey is neither in the national park nor sold in a public marketplace, then either x is not hunted for profit by humans or Mickey is in the national park.",91.07106906906907,24.910093993359244,35.351351351351354,3.382471994336117
Navarre can access etb2.,88.4698510638298,26.48188430444458,34.646808510638294,3.855741839587369
French Casque Country cannot access etb2.,91.95270270270271,29.923972361559855,34.956756756756754,3.131059792996488
Joseph Kmak is German.,88.10837558685445,27.343768557043997,35.03755868544601,3.4106292912084384
Joseph Kmak plays in MLB.,93.68702325581395,29.011213617989274,34.6124031007752,3.518081924381104
Joseph Kmak is a catcher.,87.19174657534246,25.90488252090863,35.17123287671233,3.108449794326849
Andrew Wilson was born in Eastern Europe.,99.11402105263159,31.1116926812781,35.02105263157895,4.137069767406372
Andrew Wilson specializes in Poland.,83.78641048034935,22.707778110646043,35.6768558951965,3.41336145211939
Andrew Wilson specializes in Britain.,85.64885074626866,28.178276262786238,35.21393034825871,3.2764810900502828
"For all x, if x is British then x is not a political scientist.",88.52127923627684,23.144456436955323,35.630071599045344,3.1854611164957753
Luca is capable of naval combat and ground combat.,96.02886592178771,31.663329450350986,35.03351955307262,3.5326085782231966
Luca is not capable of both naval combat and ground combat.,97.0594114832536,28.852393178012534,35.377990430622006,3.361147813161152
Luca is capable of naval combat or Luca is capable of ground combat.,91.9408711943794,25.81711432046324,35.276346604215455,3.269829114379308
Luca is not capable of naval combat and is not capable of ground combat.,97.57924539877301,32.013141341346156,35.239263803680984,3.2177314644067776
Spencer is discharged.,93.58713636363638,31.13904716486923,34.6,3.626167523583392
James is a student and is in China.,90.5524064516129,27.58433929177622,34.99354838709677,3.3706451458543647
James is not a student and James is in China.,89.65639179104478,27.289003106047552,35.57462686567164,3.5130393900856225
Jack was either invited to attend the conference or presented at the conference.,95.09065284974093,30.116974483333244,34.70984455958549,3.3974627040747936
"Jack was either invited to attend the conference or presented at the conference, but not both.",95.34076589595375,29.03393099859753,35.26011560693642,3.393546065685544
It is not the case that Jack is registered for the conference and James is invited to attend the conference.,100.78851569506726,27.073896333061136,35.497757847533634,3.1464613755771667
Sustainable energy sources are selected for the Hall of Fame.,90.70506018518519,29.005144101570316,34.657407407407405,3.4187988930406896
Sustainable energy sources are selected for the Hall of Fame.,88.28922379032257,26.511859494253944,34.76209677419355,4.03960419535762
SustainibleEnergySources is unfinished in the course.,85.57010472972975,25.874993442730165,35.37162162162162,3.4626977559009817
tangentOnline is not an online magazine.,88.48674175824176,28.975331506211447,35.2032967032967,3.1860599716164137
tangentOnline prints a magazine.,78.90756852791878,19.66029956386055,35.20558375634518,3.2062548782820923
"There exists an online magazine and a review such that the magazine is a web, was launched in 1997, and covers the review.",87.52063619047618,23.360846639236524,35.754285714285714,3.072862123925032
The Wind Is Watching is hard to access.,88.37407555555556,27.570278302848408,34.71333333333333,3.8958724596965726
The Wind Is Watching has a small budget.,87.8678148148148,28.639666342766038,34.7037037037037,3.2372997605055045
The Wind Is Watching is dystopian.,93.60264634146341,30.232523049052833,34.44512195121951,3.3988036790233314
There exist two distinct entities that are both plants and animals.,92.06467164179104,29.225282608154693,35.31716417910448,3.2758962797579207
Pots is an anagram of tops.,83.81326896551724,22.234591999778704,35.220689655172414,3.167657604096367
Stop is an anagram of post.,82.31291326530611,20.933989832659844,35.285714285714285,3.2498037617363784
Post is an anagram of stop.,80.77751366120218,19.085871288181956,35.240437158469945,3.2327057852731316
"If something is not a roof, then it is not protected.",90.47381858407078,24.776994098112155,35.836283185840706,3.08503559013055
Any roof that is concrete is stronger than any roof that is made of seagrass.,95.02192631578947,28.694228977542217,35.31228070175439,3.213571559312249
"For all x, if x is a roof and x is concrete, then x does not block sunlight.",94.45584257206208,27.40194947989908,35.08869179600887,3.319114943659403
ayZor is not a popular musician.,92.3412962962963,28.898731938951997,35.1005291005291,3.7111942394619546
Tom has every symptom of COVID‑19.,88.60519931856899,23.6324393305378,35.594548551959114,3.12311341495442
Tom does not go to parties and does not have a fever.,95.25561344537816,29.713732753895183,35.05042016806723,3.663007763284015
"If Tom does not have a fever, then Tom goes to parties.",97.37845138888889,28.670706950462588,35.1875,3.3018697354680726
There is someone in the Indian Armed Forces who has been recruited for a special operation group.,98.9821791044776,28.796660883988338,35.5771144278607,3.4287740047954443
There exists a person who is in the Indian Armed Forces and is trained in engaging in warfare.,101.25965895953756,28.229521167496255,35.786127167630056,3.2212146357380678
The special operation group specializes in neutralizing.,83.57554325259515,23.50440814753216,35.608996539792386,3.3362933501607928
There is a person in the central paramilitary forces who was recruited for a special operation group that operates under the Odisha Police.,96.97140834845735,27.1168178616545,35.23411978221416,3.5219814141816492
The special operation group specializes in naval warfare.,94.85237007874017,30.937876310617593,35.0,3.0866744329647258
Bob is an extrovert.,92.44029687499999,29.520314138289987,34.921875,3.990762853270245
Bob handles money.,82.99732698412697,22.672706248403934,35.21904761904762,3.6479547278091493
Bob is a business person and makes money from Microsoft.,84.04437419354838,23.42528802388382,34.92258064516129,3.4426836566297214
John explores personal interest.,84.40775561797753,22.571306622962826,34.831460674157306,3.434739756120353
Catherine is a teenage student and is in high school.,87.28438953488373,25.193433565267853,35.13081395348837,3.4854820877450154
Catherine graduated from high school.,99.02577464788732,34.19807563616442,34.49295774647887,3.7674410915761283
x has time for reading.,84.54974193548388,21.581145163992495,35.333333333333336,3.6817870057290873
Mary is either humble about their knowledge or confident about their knowledge.,80.43958075601375,23.857247913215375,35.05154639175258,3.5266422433318376
"Mary is either humble about their knowledge or confident about their knowledge, but not both.",85.29385923753665,26.25937787438399,35.47507331378299,3.4373479697299083
Kevin Parker wrote *The Less I Know the Better*.,101.38195555555556,35.28635135097835,34.044444444444444,3.3529791433593004
The origin of Tame Impala is found in San Francisco.,99.44671038251366,32.15487670529177,34.55191256830601,3.3788613455357557
Jay Watson is a member of Tame Impala.,92.03798235294117,28.88352669815821,34.741176470588236,3.469710756470057
Cake is a dessert.,87.19235514018693,28.432070748237,34.8411214953271,3.6458901012096754
Cake is a vegetable.,91.56607758620689,29.198596610451034,35.33620689655172,3.2587917305959757
Cake is not a vegetable.,86.1641838235294,28.73985979953784,35.330882352941174,3.281084709133873
x is world class at horse riding and polo.,88.64770454545453,27.95111464160528,34.68636363636364,3.458427842314462
Riley is nominated for the cRA Award.,88.98977653631285,28.089647011576705,35.19553072625698,3.464227746603969
"Riley plays competitive equestrian polo or is nominated for the cRA award, but not both.",99.0093775510204,29.911156893276292,34.79081632653061,3.267358251838309
Riel was filmed after 1979.,90.63694267515923,29.81312294118595,34.98089171974522,3.744161208318958
Alexander Mackenzie is Canada's second Prime Minister.,95.45897560975608,29.715846927340994,34.46341463414634,3.2766547558530084
Waldo is cute.,87.94740983606557,29.078417700473008,35.13934426229508,3.5651215089091637
Waldo is not cute.,91.05986874999999,27.993488631091044,35.11875,3.578358343919737
Murphy is a baby or Murphy has curly hair.,90.96336241610739,26.216980007000167,34.70134228187919,3.408644489922943
Murphy is not a baby and does not have curly hair.,96.09269897959184,29.32731561635718,35.04081632653061,3.4431783114778423
There exist two distinct chairs that are not objects.,92.14262692307692,30.194925996368966,35.81923076923077,3.228779148981765
All Enterococcus Durans are catalase‑negative.,95.55557364341085,31.625574772428045,34.736434108527135,3.8609943287835353
There exists a gram‑positive entity that has been studied.,92.63886979166666,28.7911884252139,35.354166666666664,2.9807687999723975
"For every x and y, if x is Enterococcus Durans and x produces y, then y has not been studied.",91.3677901234568,25.424695868832305,35.074074074074076,3.417376720356422
John is a top 75 basketball center.,92.35194736842104,29.306211938601212,35.6140350877193,3.5823856892912898
John is a guard and John does not play point position.,85.93946261682242,26.770628575774243,35.10280373831776,3.248103916893561
John is either not a guard or he plays point position.,89.31504566210043,25.44930500109995,35.37899543378995,3.449269248924665
All songs that do not have a melody are not hits.,103.25494017094017,30.148164178007804,35.18803418803419,3.1512624628777415
All songs that are catchy are hits.,94.40022929936306,28.600442829156595,34.92993630573248,3.425484576221341
There exists a song that lacks rhythm and is a hit.,91.14806914893617,27.764570780358895,35.680851063829785,3.3792633150268276
analytic‑DPM is surveyed.,83.81984705882353,22.283495747647684,35.523529411764706,3.398447640729809
"If analytic‑DPM is a best paper candidate, then it is surveyed and rejected.",97.42664204545454,32.17946014615542,35.26136363636363,3.335396658235508
"If analytic‑DPM is surveyed or presented in iCLR, but not both, then it is not rejected.",93.0182613240418,29.607478441256692,35.45993031358885,2.9768498179030427
Paul is a graduate student.,94.82141964285714,28.040465268212444,35.044642857142854,3.493331383960483
Paul is a PhD student and he took an applied linguistics course.,91.10559233449477,26.3147064962472,34.930313588850176,3.5182977511042326
Paul is not a PhD student who took the applied linguistics course.,95.44297663551401,26.83593312389743,35.7196261682243,3.5554207462239553
Ceruravinula emerges from cocoon.,82.51338986354776,25.365193463842193,35.44249512670565,3.2625686212340197
Ceruravinula does not have thin antennae.,94.71913333333333,29.795276139832783,35.01481481481481,3.606547924077734
Ceruravinula is a pest.,86.36484615384616,27.531296124069478,35.17307692307692,3.359188435143344
Balthasar Wigand made a painting of a former parade ground.,99.3363707317073,28.596069854117758,35.078048780487805,3.5945427603739883
Schmelz is used by the military.,93.60760301507538,25.84022633712717,34.778894472361806,3.643864090697811
No artist makes a painting of anything located in Vienna.,97.75579999999998,28.300551017266965,35.604651162790695,3.0510351646592047
Near‑infrared spectroscopy uses an electrode.,89.58124,28.213054489232466,35.34,3.601999444752872
Near infrared spectroscopy measures voltage change and uses an electrode.,88.99249453551914,29.734910295981717,35.486338797814206,3.564178065714891
Near‑infrared spectroscopy uses electrodes and is a magnetoencephalography.,101.0027326007326,33.77728276706549,35.1025641025641,3.6750461386693822
"If near‑infrared spectroscopy is an electroencephalogram or a magnetoencephalography, then it measures voltage change and uses an electrode.",98.76441955193484,29.957406576085873,35.187372708757636,3.39064296205288
"If near‑infrared spectroscopy measures voltage change or uses an electrode, but not both, then it uses an electrode and is an fMRI.",88.01371830985916,24.373025993123953,35.47020585048754,3.1302408986055235
"There is a festival that is the largest food and entertainment festival, held in western Canada, and did not run in 2020.",92.90973696682464,26.889503546385864,35.71800947867298,3.236141845980105
There is an outdoor festival that did not run in 2020.,92.23448039215684,27.031181471219636,35.754901960784316,3.1480970738633114
The Taste of Edmonton goes on hiatus in 2021.,96.16547101449275,32.08911455306744,35.38405797101449,3.277774217777411
There exists a sweater that Hugo is wearing at the present moment.,90.14586,26.90964828403374,35.46,3.2416662382176242
Civet coffee is from France.,87.2431052631579,27.339117368711776,34.909774436090224,3.2408544464548057
Jamaica Blue is from Colombia.,88.49692617449665,26.16750987442456,34.986577181208055,3.7434265916039577
Jamaica blue is favored by local residents.,92.81449056603775,29.40819855456559,34.9496855345912,2.977480979430853
"For every x, if x is elation, then x is not positive.",88.13511650485438,24.411147654339413,35.27669902912621,3.224021003915511
Adam buys a T‑shirt.,96.05075362318841,31.092157329744094,35.289855072463766,3.2619965846282617
"For every T‑shirt, if Adam goes downtown and rides a bike, then Adam does not buy that T‑shirt.",92.40151923076922,26.770923935527694,35.73397435897436,3.0660045995514658
"If Adam shops, then he either goes by bike or on foot, but not both.",98.85501680672269,32.76962086824407,35.21008403361345,3.538204333967265
The place visited by Max is a flight destination and is from Tweed Airport.,88.33333167082294,26.007579264691213,34.85536159600998,3.7174559492460677
The place visited by Max has many Estonian street signs.,95.22418713450293,32.17780180942474,34.941520467836256,3.6494133187703603
It is not the case that the place visited by Max has many Estonian street signs and is a Baltic country.,94.32047140381282,27.428813006379933,35.357019064124785,3.1749818358874773
